Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocker),Inward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Inward issue link (Child-Issue),Outward issue link (Child-Issue),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Completes),Inward issue link (Completes),Outward issue link (Completes),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Incorporates),Outward issue link (Incorporates),Outward issue link (Issue split),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Reference),Inward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Inward issue link (Supercedes),Outward issue link (Supercedes),Outward issue link (Supercedes),Inward issue link (Testing),Outward issue link (Testing),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Language),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Machine Readable Info),Custom field (Mentor),Custom field (New-TLP-TLPName),Custom field (Original story points),Custom field (Parent Link),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Note),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Skill Level),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Start Date),Custom field (Tags),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Workaround),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add e2e's for tls enabled operator,FLINK-33799,13561431,,Technical Debt,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,,,tagarr,tagarr,11/Dec/23 17:33,14/Mar/24 14:33,04/Jun/24 20:40,,kubernetes-operator-1.7.0,,,,,,,,kubernetes-operator-1.9.0,,,,Kubernetes Operator,,,,0,,,,"It would be good to create some E2E tests to ensure a tls enabled flink operator works, so that we don't break anything in the future",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-12-11 17:33:48.0,,,,,,,,,,"0|z1m6x4:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automatically clean up rocksdb logs when the task failover.,FLINK-33798,13561392,,Bug,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,liming,liming,liming,11/Dec/23 13:52,14/Mar/24 10:13,04/Jun/24 20:40,14/Mar/24 10:13,,,,,,,,,1.17.3,1.18.2,1.19.1,1.20.0,Runtime / State Backends,,,,0,pull-request-available,,,"Since FLINK-24785 relocates rocksdb log, multiple rocksdb logs will be created under the flink log directory, but they are not cleaned up during task failover, resulting in a large number of rocksdb logs under the flink log directory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Wed Mar 13 06:03:31 UTC 2024,,,,,,,,,,"0|z1m6og:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"11/Dec/23 13:58;fanrui;Thanks [~liming] for reporting this bug.

When the log isn't relocated, the log can be cleaned up with rocksdb data together after task is exited. As I understand, after relocation, they should be cleaned as well.

cc [~masteryhx] ;;;","12/Dec/23 03:26;masteryhx;Thanks [~fanrui] pinging me here.

I think you are right. The behavious after relocating is not consistent with before.

We could make it.

Thanks [~liming] for reporting this and we could go ahead.

 ;;;","13/Mar/24 03:57;fanrui;Merged to 
master(1.20) via: 398bb5068703a6461e2e52a90c97078e4263059a
1.17 via: 09e448440b87d5c8add5044a6629026136b05559
1.18 via: 5a1fb807ab8b4bff8801bccb666e9f3d0cb716a0
1.19 via: 943d9a48fdcd13c881e8dc62b3e5df9cc3b64b5e;;;","13/Mar/24 03:58;fanrui;Hi [~liming], IIUC, this JIRA is a file leak related bug instead of improvement, right?

If so, would you mind backing port it to 1.17 , 1.18 and 1.19? thanks a lot;;;","13/Mar/24 06:03;liming;[~fanrui], good idea, I will back port to 1.17 , 1.18 and 1.19.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flink application FAILED log in info instead of warn,FLINK-33797,13561385,,Bug,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,,,nfraison.datadog,nfraison.datadog,11/Dec/23 13:15,11/Dec/23 13:29,04/Jun/24 20:40,,,,,,,,,,,,,,,,,,0,pull-request-available,,,When the flink application end in cancelled or failed state the log is reported with INFO log level while it should be warn:  https://github.com/apache/flink/blob/548e4b5188bb3f092206182d779a909756408660/flink-clients/src/main/java/org/apache/flink/client/deployment/application/ApplicationDispatcherBootstrap.java#L174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-12-11 13:15:29.0,,,,,,,,,,"0|z1m6mw:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add ability to customize java version for python ci in connectors,FLINK-33796,13561371,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,Sergey Nuyanzin,Sergey Nuyanzin,Sergey Nuyanzin,11/Dec/23 11:36,13/Dec/23 00:05,04/Jun/24 20:40,13/Dec/23 00:04,,,,,,,,,connector-parent-1.1.0,,,,Connectors / Parent,,,,0,pull-request-available,,,"In FLINK-33556 there was added ci for python however currently it is sticked to jdk8

 

It would be great to have ability to customize java version",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Wed Dec 13 00:04:46 UTC 2023,,,,,,,,,,"0|z1m6js:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"13/Dec/23 00:04;Sergey Nuyanzin;Merged as [969edc5814d021d636b5fed1877f7932214be7ea|https://github.com/apache/flink-connector-shared-utils/commit/969edc5814d021d636b5fed1877f7932214be7ea];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add new config to forbid autoscaling in certain periods of a day,FLINK-33795,13561367,,Improvement,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,Fixed,flashJd,flashJd,flashJd,11/Dec/23 11:16,02/Jan/24 10:46,04/Jun/24 20:40,02/Jan/24 10:46,,,,,,,,,kubernetes-operator-1.8.0,,,,Autoscaler,,,,0,pull-request-available,,,Add new config to forbid autoscaling in certain periods of a day so that we keep flink job unaffected by autoscaling's job restart behavior during this periods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-12-11 11:16:03.0,,,,,,,,,,"0|z1m6iw:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After Flink Avro deserialization fails, subsequent correct data cannot be deserialized correctly",FLINK-33794,13561342,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,weichengji,weichengji,11/Dec/23 09:23,11/Dec/23 09:55,04/Jun/24 20:40,,1.17.0,1.18.0,,,,,,,,,,,"Formats (JSON, Avro, Parquet, ORC, SequenceFile)",,,,0,pull-request-available,,,"Excuse me, this is my first time submitting Flink Jira.

I found that when using the official AvroDeserializationScheme for avro deserialization, when deserialization fails, the next correct data cannot be deserialized correctly because the previous incorrect data caused the inputStream in the decoder to not be fully read and closed. I think we should modify the deserialize method to the following code block。

The version of Flink I am using is 1.17.1
{code:java}
/** Avro decoder that decodes binary data. */
private transient BinaryDecoder decoder;

@Override
public T deserialize(@Nullable byte[] message) throws IOException {
    if (message == null) {
        return null;
    }
    // read record
    checkAvroInitialized();
    checkAvroDecoder();
    inputStream.setBuffer(message);
    Schema readerSchema = getReaderSchema();
    GenericDatumReader<T> datumReader = getDatumReader();

    datumReader.setSchema(readerSchema);

    return datumReader.read(null, decoder);
}

void checkAvroDecoder() throws IOException {
    if (!decoder.isEnd()) {
        this.decoder = DecoderFactory.get().binaryDecoder(inputStream, null);
    }
} {code}
And I think this class design is unreasonable. The generic type T passed through the forSpecific method should not extend Specifically Record. Users should be asked to pass in a regular Java class and schema for deserialization.

I hope to interpret my doubts.",Flink 1.17.1 & Flink 1.18.0,86400,86400,,0%,86400,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,java,2023-12-11 09:23:49.0,,,,,,,,,,"0|z1m6dc:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
java.lang.NoSuchMethodError when checkpointing in Google Cloud Storage,FLINK-33793,13561333,,Bug,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Critical,Fixed,martijnvisser,czchen,czchen,11/Dec/23 08:35,18/Dec/23 13:09,04/Jun/24 20:40,18/Dec/23 13:09,1.18.0,,,,,,,,1.18.1,,,,Runtime / Checkpointing,,,,1,,,,"We have the following exception when checkpointing in Flink 1.18 + Google Cloud Storage. The same code works well in Flink 1.17:

 

{{2023-12-11 07:45:28,861 ERROR org.apache.flink.util.FatalExitExceptionHandler              [] - FATAL: Thread 'jobmanager-io-thread-5' produced an uncaught exception. Stopping the process...}}
{{java.lang.NoSuchMethodError: 'com.google.common.collect.ImmutableMap com.google.common.collect.ImmutableMap$Builder.buildOrThrow()'}}
{{        at com.google.cloud.storage.UnifiedOpts$Opts.getRpcOptions(UnifiedOpts.java:2096) ~[?:?]}}
{{        at com.google.cloud.storage.StorageImpl.writer(StorageImpl.java:624) ~[?:?]}}
{{        at com.google.cloud.storage.StorageImpl.writer(StorageImpl.java:90) ~[?:?]}}
{{        at org.apache.flink.fs.gs.storage.GSBlobStorageImpl.writeBlob(GSBlobStorageImpl.java:64) ~[?:?]}}
{{        at org.apache.flink.fs.gs.writer.GSRecoverableFsDataOutputStream.createWriteChannel(GSRecoverableFsDataOutputStream.java:229) ~[?:?]}}
{{        at org.apache.flink.fs.gs.writer.GSRecoverableFsDataOutputStream.write(GSRecoverableFsDataOutputStream.java:152) ~[?:?]}}
{{        at org.apache.flink.fs.gs.writer.GSRecoverableFsDataOutputStream.write(GSRecoverableFsDataOutputStream.java:135) ~[?:?]}}
{{        at org.apache.flink.fs.gs.writer.GSRecoverableFsDataOutputStream.write(GSRecoverableFsDataOutputStream.java:128) ~[?:?]}}
{{        at org.apache.flink.runtime.state.filesystem.FsCheckpointMetadataOutputStream.write(FsCheckpointMetadataOutputStream.java:73) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at java.io.DataOutputStream.writeInt(Unknown Source) ~[?:?]}}
{{        at org.apache.flink.runtime.checkpoint.Checkpoints.storeCheckpointMetadata(Checkpoints.java:98) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at org.apache.flink.runtime.checkpoint.Checkpoints.storeCheckpointMetadata(Checkpoints.java:88) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at org.apache.flink.runtime.checkpoint.Checkpoints.storeCheckpointMetadata(Checkpoints.java:83) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at org.apache.flink.runtime.checkpoint.PendingCheckpoint.finalizeCheckpoint(PendingCheckpoint.java:335) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at org.apache.flink.runtime.checkpoint.CheckpointCoordinator.finalizeCheckpoint(CheckpointCoordinator.java:1404) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at org.apache.flink.runtime.checkpoint.CheckpointCoordinator.completePendingCheckpoint(CheckpointCoordinator.java:1303) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at org.apache.flink.runtime.checkpoint.CheckpointCoordinator.receiveAcknowledgeMessage(CheckpointCoordinator.java:1195) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at org.apache.flink.runtime.scheduler.ExecutionGraphHandler.lambda$acknowledgeCheckpoint$1(ExecutionGraphHandler.java:89) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at org.apache.flink.runtime.scheduler.ExecutionGraphHandler.lambda$processCheckpointCoordinatorMessage$3(ExecutionGraphHandler.java:119) ~[flink-dist-1.18.0.jar:1.18.0]}}
{{        at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source) ~[?:?]}}
{{        at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source) ~[?:?]}}
{{        at java.lang.Thread.run(Unknown Source) [?:?]}}

 

The issue has been reported in GitHub [https://github.com/apache/flink/pull/22281#issuecomment-1728553794.] However, it is still not fixed yet in 1.18.0.",Flink 1.18,,,,,,,,,,,,,,,,,FLINK-33603,FLINK-33704,,,,,,,FLINK-31631,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Mon Dec 18 13:06:29 UTC 2023,,,,,,,,,,"0|z1m6bc:",9223372036854775807,"Flink 1.18.1 contains updated versions of the Google Cloud Storage SDK and Google Cloud Hadoop Connector, which has been completed via FLINK-33704. These updates resolve NoSuchMethod exceptions that occurred in Flink 1.18.0 during checkpointing to Google Cloud Storage.",,,,,,,,,,,,,,,,,,,"11/Dec/23 17:47;cnauroth;I expect this will be fixed by FLINK-33603.

CC: [~jjayadeep];;;","18/Dec/23 10:49;martijnvisser;Fixed via FLINK-33704;;;","18/Dec/23 11:37;qinjunjerry;Could we update the Fix versions field such that everyone knows? ;;;","18/Dec/23 11:59;martijnvisser;[~qinjunjerry] That's done in the actual ticket that fixed the issue, so FLINK-33704;;;","18/Dec/23 12:57;qinjunjerry;Thanks [~martijnvisser] ;;;","18/Dec/23 13:06;martijnvisser;[~qinjunjerry] I've decided to add something to the release notes to make it more explicit;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generate the same code for the same logic,FLINK-33792,13561313,13417633,Sub-task,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,FrankZou,FrankZou,FrankZou,11/Dec/23 06:57,15/Jan/24 03:02,04/Jun/24 20:40,15/Jan/24 03:02,,,,,,,,,1.19.0,,,,Table SQL / Planner,,,,0,pull-request-available,,,"Generate the same code for the same logic, so that we may reuse the generated code between different jobs. This is the precondition for FLINK-28691. The current issue is we use a self-incrementing counter in CodeGenUtils#newName, it means we could not get the same generated class between two queries even when they are exactly the same.",,,,,,,,,,,,FLINK-28691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Mon Jan 15 03:02:33 UTC 2024,,,,,,,,,,"0|z1m66w:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"11/Dec/23 07:01;FrankZou;[~libenchao] Hi, I would like to take this ticket, could you please assign it to me?;;;","11/Dec/23 08:24;libenchao;[~FrankZou] Assigned to you.;;;","15/Jan/24 03:02;libenchao;Implemented via d26c1b668b7febc60aab1e4174f568958cd615d3 (1.19.0)

[~zoudan] Thanks for your work! And also thanks [~lsy] for the review!;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix NPE when array is null in PostgresArrayConverter in flink-connector-jdbc,FLINK-33791,13561297,,Bug,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,lijingwei.5018,lijingwei.5018,11/Dec/23 03:24,11/Dec/23 08:26,04/Jun/24 20:40,,,,,,,,,,,,,,Connectors / JDBC,,,,0,,,,"{code:java}
// private JdbcDeserializationConverter createPostgresArrayConverter(ArrayType arrayType) {
    // Since PGJDBC 42.2.15 (https://github.com/pgjdbc/pgjdbc/pull/1194) bytea[] is wrapped in
    // primitive byte arrays
    final Class<?> elementClass =
            LogicalTypeUtils.toInternalConversionClass(arrayType.getElementType());
    final JdbcDeserializationConverter elementConverter =
            createNullableInternalConverter(arrayType.getElementType());
    return val -> {
        @SuppressWarnings(""unchecked"")
        T pgArray = (T) val;
        Object[] in = (Object[]) pgArray.getArray();
        final Object[] array = (Object[]) Array.newInstance(elementClass, in.length);
        for (int i = 0; i < in.length; i++) {
            array[i] = elementConverter.deserialize(in[i]);
        }
        return new GenericArrayData(array);
    };
} {code}
When use this method, array is null pgArray.getArray() will throw NPE。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Mon Dec 11 08:25:28 UTC 2023,,,,,,,,,,"0|z1m63c:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"11/Dec/23 08:25;Sergey Nuyanzin;[~lijingwei.5018]  can you be more precise about test case?

We have testcase at {{org.apache.flink.connector.jdbc.databases.postgres.catalog.PostgresCatalogITCase#testArrayTypes}} when array is null and it doesn't fail.

Do you have a test case confirming failure you've mentioned, or even better ready to run JUnit test?;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upsert statement filter unique key field colume in mysql dielact ,FLINK-33790,13561295,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,,,lijingwei.5018,lijingwei.5018,11/Dec/23 03:17,15/May/24 03:56,04/Jun/24 20:40,,,,,,,,,,,,,,Connectors / JDBC,,,,0,,,,"example: `col2` and `col4` is unique key in table `my_table`

 
{code:java}
INSERT INTO `my_table`(`col1`, `col2`, `col3`, `col4`, `col5`) 
VALUES (?, ?, ?, ?, ?)
ON DUPLICATE KEY UPDATE 
`col1`=VALUES(`col1`),
`col2`=VALUES(`col2`),
`col3`=VALUES(`col3`),
`col4`=VALUES(`col4`),
`col5`=VALUES(`col5`){code}
result:
{code:java}
INSERT INTO `my_table`(`col1`, `col2`, `col3`, `col4`, `col5`) 
VALUES (?, ?, ?, ?, ?)
ON DUPLICATE KEY UPDATE 
`col1`=VALUES(`col1`),
`col3`=VALUES(`col3`),
`col5`=VALUES(`col5`) {code}
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Wed May 15 03:56:04 UTC 2024,,,,,,,,,,"0|z1m62w:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"04/Feb/24 21:09;jeyhunkarimov;Hi [~lijingwei.5018] thanks for reporting this issue. There is a similar test in 
{code:java}
FieldNamedPreparedStatementImplTest::testUpsertStatement
{code} 
with key fields with field names  = 
{code:java}
{""id"", ""name"", ""email"", ""ts"", ""field1"", ""field_2"", ""__field_3__""}
{code}
 and key fields = 
{code:java}
{""id"", ""__field_3__""}
{code}
The test seems passing. Am I missing something?

;;;","15/May/24 03:56;sudewei.sdw;Hi [~jeyhunkarimov] , i think what [~lijingwei.5018]  tring to say is that the MySqlDialect does not need to update the unique key in the UpsertStatement. So it is an improvement. After adding this feature, the upsert statement would not include the key fields just like the example shows.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expose restart time as a metric,FLINK-33789,13561287,,New Feature,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,afedulov,afedulov,afedulov,10/Dec/23 21:48,14/Mar/24 14:33,04/Jun/24 20:40,,,,,,,,,,kubernetes-operator-1.9.0,,,,Autoscaler,Kubernetes Operator,,,0,pull-request-available,,,FLINK-30593 added restart time tracking. It would be convenient to also report is as a metric.,,,,,,,,,,,,,,,,,FLINK-30593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-12-10 21:48:45.0,,,,,,,,,,"0|z1m614:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
