Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocked),Inward issue link (Blocker),Inward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Inward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Completes),Outward issue link (Completes),Inward issue link (Container),Outward issue link (Container),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Incorporates),Inward issue link (Problem/Incident),Inward issue link (Problem/Incident),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Reference),Inward issue link (Reference),Inward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Inward issue link (Required),Inward issue link (Required),Outward issue link (Required),Outward issue link (Supercedes),Outward issue link (Testing),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Language),Custom field (Language),Custom field (Language),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Machine Readable Info),Custom field (Mentor),Custom field (New-TLP-TLPName),Custom field (Original story points),Custom field (Parent Link),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Note),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Skill Level),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Start Date),Custom field (Tags),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Workaround),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add metrics for speculative execution,FLINK-28138,13451181,13450988,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,zhuzh,zhuzh,zhuzh,20/Jun/22 11:43,22/Jul/22 08:03,04/Jun/24 20:42,22/Jul/22 08:03,,,,,,1.16.0,,,Documentation,,,,,,,0,pull-request-available,,,,"Following two metrics will be added to expose job problems and show the effectiveness of speculative execution:
 # {*}numSlowExecutionVertices{*}: Number of slow execution vertices at the moment.
 # {*}numEffectiveSpeculativeExecutions{*}: Number of speculative executions which finish before their corresponding original executions finish.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Fri Jul 22 08:03:54 UTC 2022,,,,,,,,,,"0|z13fc8:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"22/Jul/22 08:03;zhuzh;Done via
2173b45b570de8ff1507b8e29a884e2449ffea62
19b0a95c30afd9ed65252c49fb00cef882412553;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce SpeculativeScheduler,FLINK-28137,13451167,13450988,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,zhuzh,zhuzh,zhuzh,20/Jun/22 11:42,13/Jul/22 15:15,04/Jun/24 20:42,13/Jul/22 15:15,,,,,,1.16.0,,,Runtime / Coordination,,,,,,,0,pull-request-available,,,,"A SpeculativeScheduler will be used if speculative execution is enabled. It extends AdaptiveBatchScheduler so that speculative execution can work along with the feature to adaptively tuning parallelisms for batch jobs.

The major differences of SpeculativeScheduler are:
 * SpeculativeScheduler needs to be able to directly deploy an Execution, while AdaptiveBatchScheduler can only perform ExecutionVertex level deployment.
 * SpeculativeScheduler does not restart the ExecutionVertex if an execution fails when any other current execution is still making progress
 * SpeculativeScheduler listens on slow tasks. Once there are slow tasks, it will block the slow nodes and deploy speculative executions of the slow tasks on other nodes.
 * Once any execution finishes, SpeculativeScheduler will cancel all the remaining executions of the same execution vertex.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLINK-28143,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Wed Jul 13 15:15:26 UTC 2022,,,,,,,,,,"0|z13f94:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"13/Jul/22 15:15;zhuzh;Done via
81c739ae462412e531216bb46bc567fce2355dd8
265612c2cf93a589d87d7fc8ca168bc19d838885;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement ExecutionTimeBasedSlowTaskDetector,FLINK-28136,13451160,13450988,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,wangwj,zhuzh,zhuzh,20/Jun/22 11:41,01/Jul/22 03:45,04/Jun/24 20:42,01/Jul/22 03:45,,,,,,1.16.0,,,Runtime / Coordination,,,,,,,0,pull-request-available,,,,"In the first version of speculative execution, an ExecutionTimeBasedSlowTaskDetector will be used to detect slow tasks. For ExecutionTimeBasedSlowTaskDetector, if a task's execution time is much longer than that of most tasks of the same JobVertex, the task will be identified as slow. More specifically, it will compute an execution time baseline for each JobVertex. Tasks which execute longer than or equals to the baseline will be identified as slow tasks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Fri Jul 01 03:45:42 UTC 2022,,,,,,,,,,"0|z13f7k:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"01/Jul/22 03:45;zhuzh;Done via ef07590403ad7448a523ef5da78da0306cccdae7;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce SlowTaskDetector,FLINK-28135,13451148,13450988,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,wangwj,zhuzh,zhuzh,20/Jun/22 11:39,01/Jul/22 03:45,04/Jun/24 20:42,01/Jul/22 03:45,,,,,,1.16.0,,,,,,,,,,0,pull-request-available,,,,A SlowTaskDetector will periodically check all the current tasks/executions and notify the SlowTaskDetectorListener about the detected slow tasks. SpeculativeScheduler will register itself as the SlowTaskDetectorListener.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Fri Jul 01 03:45:19 UTC 2022,,,,,,,,,,"0|z13f4w:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"01/Jul/22 03:45;zhuzh;Done via a0e8818d6967e5b0d14367d2095c91a05cadfe1f;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce SpeculativeExecutionVertex,FLINK-28134,13451140,13450988,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,zhuzh,zhuzh,zhuzh,20/Jun/22 11:38,01/Jul/22 13:32,04/Jun/24 20:42,01/Jul/22 13:32,,,,,,1.16.0,,,Runtime / Coordination,,,,,,,0,pull-request-available,,,,"SpeculativeExecutionVertex will be used if speculative execution is enabled, as a replacement of ExecutionVertex to form an ExecutionGraph. The core difference is that a SpeculativeExecutionVertex can have multiple current executions running at the same time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Fri Jul 01 13:32:38 UTC 2022,,,,,,,,,,"0|z13f34:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"01/Jul/22 13:32;zhuzh;Done via
b96d476d4cd05de1e6c0b001f2477aaed98bd473
e73225e4071fb7ffe7c4d5cbfd89983129fe3312
67aeb8165c623e35f773de7e50d0f00c24cca539;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rework DefaultScheduler to directly deploy executions,FLINK-28133,13451131,13450988,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,zhuzh,zhuzh,zhuzh,20/Jun/22 11:37,24/Jun/22 07:26,04/Jun/24 20:42,24/Jun/22 07:26,,,,,,1.16.0,,,Runtime / Coordination,,,,,,,0,pull-request-available,,,,"Currently, the DefaultScheduler(base of AdaptiveBatchScheduler) can only perform ExecutionVertex level deployment. However, in this case, the scheduler is actually deploying the current execution attempt of the ExecutionVertex.

Therefore, we need to rework the DefaultScheduler to directly deploy executions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Fri Jun 24 07:26:25 UTC 2022,,,,,,,,,,"0|z13f14:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"24/Jun/22 07:26;zhuzh;Done via c66101d518615ec2d6a36c829568583a6a5d93f9;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Should we remove type validations when using lookup-key join ?,FLINK-28132,13451057,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Duplicate,,zaobao,zaobao,20/Jun/22 11:28,16/Jun/23 06:47,04/Jun/24 20:42,16/Jun/23 06:46,1.15.0,,,,,,,,Connectors / JDBC,Table SQL / Planner,,,,,,0,,,,,"As described in https://issues.apache.org/jira/browse/FLINK-18234

 

Execute sql

{color:#6a8759}select * from t left join jdbc_source for system_time as of t.proctime AS j on t.id = j.id{color}

t.id(VARCHAR) j.id(INT) will throw exception 
org.apache.flink.table.api.TableException: VARCHAR(2147483647) and INTEGER does not have common type now

If I remove some type validation codes, the sql works well on MySQL

 

Is it necessary to check data types when we join stream data to dynamic tables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLINK-17484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Tue Jun 21 06:44:59 UTC 2022,,,,,,,,,,"0|z13eko:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"20/Jun/22 12:07;martijnvisser;[~zaobao] I don't see why we should remove these validations, this might work in this specific case for MySQL but not in other cases. There's also a simple solution for your problem, because you can explicitly CAST the data type to the correct one. ;;;","20/Jun/22 13:19;zaobao;[~martijnvisser] All the RDBMs I've used support implicit type conversion, including MSSQL, MySQL, Oracle and Postgres

In addition, HQL supports comparison between INT and VARCHAR

With KV storages like Redis, it makes no difference whether the field type is INT or VARCHAR, as we convert keys to STRING to access Redis


If these validations are removed, user-friendliness and development efficiency will improve

I'm a user of flink-sql. It makes sense to me;;;","20/Jun/22 14:25;martijnvisser;But it's not only RDBMs; it's also Flink internally. I could see some danger. 

Either way, there was a FLIP drafted on implicit type coercion (https://cwiki.apache.org/confluence/display/FLINK/FLIP-154%3A+SQL+Implicit+Type+Coercion) but that discussion has never been completed and the FLIP hasn't been voted on. A change such as this one would definitely require this FLIP discussion to be restarted and voted on. ;;;","21/Jun/22 03:39;zaobao;I never thought about how to modify Flink's behavior of type conversions internally.

Could we pass the raw value of parameters to external storages (such as RDBMS) without any type conversion/validation, when using lookup-key join, and just leave these problems to the external storages themselves;;;","21/Jun/22 06:44;martijnvisser;We definitely can, but only after the FLIP has been discussed and accepted via a vote;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLIP-168: Speculative Execution for Batch Job,FLINK-28131,13450988,,New Feature,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,zhuzh,zhuzh,zhuzh,20/Jun/22 11:17,26/Sep/22 06:22,04/Jun/24 20:42,26/Sep/22 06:22,,,,,,1.16.0,,,Runtime / Coordination,,,,,,,0,,,,,"Speculative executions is helpful to mitigate slow tasks caused by problematic nodes. The basic idea is to start mirror tasks on other nodes when a slow task is detected. The mirror task processes the same input data and produces the same data as the original task. 

More detailed can be found in [FLIP-168|[https://cwiki.apache.org/confluence/display/FLINK/FLIP-168%3A+Speculative+Execution+for+Batch+Job].]

 

This is the umbrella ticket to track all the changes of this feature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLINK-10644,,,,,FLINK-28397,FLINK-28587,FLINK-28130,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,2022-06-20 11:17:27.0,,,,,,,,,,"0|z13e5c:",9223372036854775807,"Speculative execution(FLIP-168) is introduced in Flink 1.16 to mitigate batch job slowness which is caused by problematic nodes. A problematic node may have hardware problems, accident I/O busy, or high CPU load. These problems may make the hosted tasks run much slower than tasks on other nodes, and affect the overall execution time of a batch job.

When speculative execution is enabled, Flink will keep detecting slow tasks. Once slow tasks are detected, the nodes that the slow tasks locate in will be identified as problematic nodes and get blocked via the blocklist mechanism(FLIP-224). The scheduler will create new attempts for the slow tasks and deploy them to nodes that are not blocked, while the existing attempts will keep running. The new attempts process the same input data and produce the same data as the original attempt. Once any attempt finishes first, it will be admitted as the only finished attempt of the task, and the remaining attempts of the task will be canceled.

Most existing sources can work with speculative execution(FLIP-245). Only if a source uses SourceEvent, it must implement SupportsHandleExecutionAttemptSourceEvent to support speculative execution. Sinks do not support speculative execution yet so that speculative execution will not happen on sinks at the moment.

The Web UI & REST API are also improved(FLIP-249) to display multiple concurrent attempts of tasks and blocked task managers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLIP-224: Blocklist Mechanism,FLINK-28130,13450987,,New Feature,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,wanglijie,wanglijie,wanglijie,20/Jun/22 11:14,05/Jun/23 11:31,04/Jun/24 20:42,16/Aug/22 03:57,1.16.0,,,,,1.16.0,,,Runtime / Coordination,,,,,,,0,,,,,"In order to support speculative execution for batch jobs([FLIP-168|https://cwiki.apache.org/confluence/display/FLINK/FLIP-168%3A+Speculative+Execution+for+Batch+Job]), we need a mechanism to block resources on nodes where the slow tasks are located. We propose to introduce a blocklist mechanism as follows:  Once a node is marked as blocked, future slots should not be allocated from the blocked node, but the slots that are already allocated will not be affected.

More details see [FLIP-224|https://cwiki.apache.org/confluence/display/FLINK/FLIP-224%3A+Blocklist+Mechanism]

This is the umbrella ticket to track all the changes of this feature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLINK-32253,,,,,FLINK-28131,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,2022-06-20 11:14:32.0,,,,,,,,,,"0|z13e54:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add documentation for rewrite data layout after scaling bucket number,FLINK-28129,13450936,13443540,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,qingyue,qingyue,qingyue,20/Jun/22 09:13,23/Jun/22 02:36,04/Jun/24 20:42,23/Jun/22 02:36,table-store-0.2.0,,,,,table-store-0.2.0,,,Table Store,,,,,,,0,pull-request-available,,,,"We should add a thorough doc on
 * How to rescale data layout after changing bucket number. 
 * The current limitation on rescaling partitions for the log system.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Thu Jun 23 02:36:11 UTC 2022,,,,,,,,,,"0|z13dts:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"21/Jun/22 02:54;qingyue;Hi [~lzljs3620320] please assign it to me;;;","21/Jun/22 03:36;lzljs3620320;Thanks [~qingyue] ;;;","23/Jun/22 02:36;lzljs3620320;master: df78da0e428467af3153984199300f049c22878f;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create e2e test for spark reader,FLINK-28128,13450926,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,Fixed,zjureel,lzljs3620320,lzljs3620320,20/Jun/22 08:14,13/Oct/22 02:51,04/Jun/24 20:42,13/Oct/22 02:51,,,,,,table-store-0.3.0,,,Table Store,,,,,,,0,pull-request-available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,2022-06-20 08:14:17.0,,,,,,,,,,"0|z13drk:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancel during stop-with-savepoint may still create savepoint,FLINK-28127,13450924,,Bug,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,chesnay,chesnay,20/Jun/22 08:06,20/Jun/22 08:06,04/Jun/24 20:42,,1.15.0,,,,,,,,Runtime / Coordination,,,,,,,0,,,,,"If the job is cancelled while a stop-with-savepoint is happening, then the savepoint may complete at the same time the cancellation is triggered, without being reported to the user via the REST API.
This is because the checkpoint coordinator does not run in the main thread, so it might happen that the final task acknowledge is handed over, immediately followed by a cancellation.

This chances of this happening are very low, but nevertheless we should figure out a solution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,2022-06-20 08:06:54.0,,,,,,,,,,"0|z13dr4:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iteration gets stuck when replayable datastream and its downstream operator have different parallelism,FLINK-28126,13450901,,Bug,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,gaoyunhaii,xuannan,xuannan,20/Jun/22 05:54,23/Jun/22 03:38,04/Jun/24 20:42,,ml-2.0.0,,,,,,,,Library / Machine Learning,,,,,,,0,,,,,"Iteration gets stuck when replayable datastream and its downstream operator have different parallelism. It can be reproduced with the following code snippet.


{code:java}
    @Test
    public void testIteration() throws Exception {
        StreamExecutionEnvironment env = StreamExecutionEnvironment.getExecutionEnvironment();
        env.setParallelism(1);

        final SingleOutputStreamOperator<Integer> variable = env.fromElements(0).name(""i"");
        final SingleOutputStreamOperator<Integer> data = env.fromElements(1, 2).name(""inc"")
                .map(x -> x).setParallelism(1); // test can pass if parallelism is 2.

        final IterationConfig config = IterationConfig.newBuilder().build();

        Iterations.iterateBoundedStreamsUntilTermination(
                DataStreamList.of(variable),
                ReplayableDataStreamList.replay(data),
                config,
                (IterationBody) (variableStreams, dataStreams) -> {
                    final DataStream<Integer> sample = dataStreams.get(0);
                    final SingleOutputStreamOperator<Integer> trainOutput =
                            sample
                                    .transform(
                                            ""iter"",
                                            TypeInformation.of(Integer.class),
                                            new IterTransform())
                                    .setParallelism(2)
                                    .map((MapFunction<Integer, Integer>) integer -> integer)
                                    .setParallelism(1);

                    return new IterationBodyResult(
                            DataStreamList.of(trainOutput), DataStreamList.of(trainOutput));
                });

        env.execute();
    }

    public static class IterTransform extends AbstractStreamOperator<Integer>
            implements OneInputStreamOperator<Integer, Integer>, IterationListener<Integer> {

        @Override
        public void processElement(StreamRecord<Integer> element) throws Exception {
            LOG.info(""Processing element: {}"", element);
        }

        @Override
        public void onEpochWatermarkIncremented(
                int epochWatermark, Context context, Collector<Integer> collector)
                throws Exception {
            LOG.info(""onEpochWatermarkIncremented: {}"", epochWatermark);
            if (epochWatermark >= 10) {
                return;
            }
            collector.collect(0);
        }

        @Override
        public void onIterationTerminated(Context context, Collector<Integer> collector)
                throws Exception {
            LOG.info(""onIterationTerminated"");
        }
    }
{code}

After digging into the code, I found that the `ReplayOperator` doesn't emit the epoch watermark with a broadcast output. [~gaoyunhaii], could you look to see if this is the case?

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,Thu Jun 23 03:38:59 UTC 2022,,,,,,,,,,"0|z13dm0:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"23/Jun/22 03:38;gaoyunhaii;Very thanks [~xuannan] for the investigation, I'll have a look~;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
