Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocked),Outward issue link (Blocked),Inward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Inward issue link (Child-Issue),Outward issue link (Child-Issue),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Completes),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Incorporates),Inward issue link (Issue split),Inward issue link (Problem/Incident),Inward issue link (Problem/Incident),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Reference),Inward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Inward issue link (Testing),Outward issue link (Testing),Outward issue link (Testing),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Language),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Machine Readable Info),Custom field (Mentor),Custom field (New-TLP-TLPName),Custom field (Original story points),Custom field (Parent Link),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Note),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Skill Level),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Start Date),Custom field (Tags),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Workaround),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"When kv hint and list hint handle duplicate query hints, the results are different.",FLINK-34034,13563994,,Bug,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,Fixed,337361684@qq.com,xuyangzhong,xuyangzhong,09/Jan/24 06:48,04/Feb/24 09:51,04/Jun/24 20:40,04/Feb/24 09:49,1.18.0,1.18.1,1.19.0,,,,,1.19.0,,,,Table SQL / Planner,,,,0,pull-request-available,,,,"When there are duplicate keys in the kv hint, calcite will overwrite the previous value with the later value.
{code:java}
@TestTemplate
def test(): Unit = {
  val sql =
    ""SELECT /*+ LOOKUP('table'='D', 'retry-predicate'='lookup_miss', 'retry-strategy'='fixed_delay', 'fixed-delay'='10s','max-attempts'='3', 'max-attempts'='4') */ * FROM MyTable AS T JOIN LookupTable "" +
      ""FOR SYSTEM_TIME AS OF T.proctime AS D ON T.a = D.id""
  util.verifyExecPlan(sql)
} {code}
{code:java}
Calc(select=[a, b, c, PROCTIME_MATERIALIZE(proctime) AS proctime, rowtime, id, name, age]) 
  +- LookupJoin(table=[default_catalog.default_database.LookupTable], joinType=[InnerJoin], lookup=[id=a], select=[a, b, c, proctime, rowtime, id, name, age], retry=[lookup_miss, FIXED_DELAY, 10000ms, 4]) 
    +- DataStreamScan(table=[[default_catalog, default_database, MyTable]], fields=[a, b, c, proctime, rowtime])
{code}
But when a list hint is duplicated (such as a join hint), we will choose the first one as the effective hint.

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Sun Feb 04 09:49:50 UTC 2024,,,,,,,,,,"0|z1mmq0:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"09/Jan/24 07:07;qingyue;Hi [~xuyangzhong], thanks for reporting this issue.

According to the implementation, the description of the [hint doc|https://nightlies.apache.org/flink/flink-docs-release-1.18/docs/dev/table/sql/queries/hints/#conflict-cases-in-join-hints] does not match the actual behavior.
{quote}If the Join Hints conflicts occur, Flink will choose the most matching one. Conflict in one same Join Hint strategy, Flink will choose the first matching table for a join. Conflict in different Join Hints strategies, Flink will choose the first matching hint for a join.
{quote}

However, I think having different behavior for the list option and KV options makes sense. For example, Java Map does not allow duplicate KVs, while the List is okay to have duplicated items.;;;","09/Jan/24 07:44;xuyangzhong;Hi, [~qingyue]

Our documentation currently seems not to expose whether table hints and join hints are kv hints or list hints. I believe that further exposing to users whether a certain type of query hint is a list or kv hint is not beneficial, as it would then need to tell users about their different behaviors: in case of a conflict, a list hint will choose the first one, whereas a kv hint, processed by Calcite, will select the last one when their keys are the same one. I prefer to let the framework ensure the consistency of these behaviors. WDYT?;;;","04/Feb/24 09:49;qingyue;Fixed in master 433b025b057b2be7453cafd6f363ecb4eee48642;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flink json supports raw type ,FLINK-34033,13563991,,Bug,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,jackylau,jackylau,09/Jan/24 04:20,11/Mar/24 12:44,04/Jun/24 20:40,,1.19.0,,,,,,,1.20.0,,,,"Formats (JSON, Avro, Parquet, ORC, SequenceFile)",,,,0,,,,,"when user use es type nested/object, user can using complex type like ROW/ARRAY/MAP.

but it will not convenient when the object type is not fixed size like ROW. for example, user my user udf to produce those data and insert to es. we can supports RAW type
{code:java}
CREATE TABLE es_sink (
 `string` VARCHAR, 
  nested RAW('java.lang.Object', 'AEdvcmcuYXBhY2hlLmZsaW5rLmFwaS5qYXZhLnR5cGV1dGlscy5ydW50aW1lLmtyeW8uS3J5b1NlcmlhbGl6ZXJTbmFwc2hvdAAAAAIAEGphdmEubGFuZy5PYmplY3QAAATyxpo9cAAAAAIAEGphdmEubGFuZy5PYmplY3QBAAAAEgAQamF2YS5sYW5nLk9iamVjdAEAAAAWABBqYXZhLmxhbmcuT2JqZWN0AAAAAAApb3JnLmFwYWNoZS5hdnJvLmdlbmVyaWMuR2VuZXJpY0RhdGEkQXJyYXkBAAAAKwApb3JnLmFwYWNoZS5hdnJvLmdlbmVyaWMuR2VuZXJpY0RhdGEkQXJyYXkBAAAAtgBVb3JnLmFwYWNoZS5mbGluay5hcGkuamF2YS50eXBldXRpbHMucnVudGltZS5rcnlvLlNlcmlhbGl6ZXJzJER1bW15QXZyb1JlZ2lzdGVyZWRDbGFzcwAAAAEAWW9yZy5hcGFjaGUuZmxpbmsuYXBpLmphdmEudHlwZXV0aWxzLnJ1bnRpbWUua3J5by5TZXJpYWxpemVycyREdW1teUF2cm9LcnlvU2VyaWFsaXplckNsYXNzAAAE8saaPXAAAAAAAAAE8saaPXAAAAAA'),
  object RAW('java.lang.Object', 'AEdvcmcuYXBhY2hlLmZsaW5rLmFwaS5qYXZhLnR5cGV1dGlscy5ydW50aW1lLmtyeW8uS3J5b1NlcmlhbGl6ZXJTbmFwc2hvdAAAAAIAEGphdmEubGFuZy5PYmplY3QAAATyxpo9cAAAAAIAEGphdmEubGFuZy5PYmplY3QBAAAAEgAQamF2YS5sYW5nLk9iamVjdAEAAAAWABBqYXZhLmxhbmcuT2JqZWN0AAAAAAApb3JnLmFwYWNoZS5hdnJvLmdlbmVyaWMuR2VuZXJpY0RhdGEkQXJyYXkBAAAAKwApb3JnLmFwYWNoZS5hdnJvLmdlbmVyaWMuR2VuZXJpY0RhdGEkQXJyYXkBAAAAtgBVb3JnLmFwYWNoZS5mbGluay5hcGkuamF2YS50eXBldXRpbHMucnVudGltZS5rcnlvLlNlcmlhbGl6ZXJzJER1bW15QXZyb1JlZ2lzdGVyZWRDbGFzcwAAAAEAWW9yZy5hcGFjaGUuZmxpbmsuYXBpLmphdmEudHlwZXV0aWxzLnJ1bnRpbWUua3J5by5TZXJpYWxpemVycyREdW1teUF2cm9LcnlvU2VyaWFsaXplckNsYXNzAAAE8saaPXAAAAAAAAAE8saaPXAAAAAA'),
  PRIMARY KEY (`string`) NOT ENFORCED
) WITH
('connector'='elasticsearch'); {code}
and es is dependent on flink-json currently, so we can make flink-json supports RAW type",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2024-01-09 04:20:28.0,,,,,,,,,,"0|z1mmpc:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleanup local-recovery dir when switching local-recovery from enabled to disabled,FLINK-34032,13563984,,Bug,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,masteryhx,masteryhx,09/Jan/24 03:32,09/Jan/24 04:33,04/Jun/24 20:40,,,,,,,,,,,,,Runtime / State Backends,,,,0,,,,,"When switching local-recovery from enabled to disabled, the local-recovery dir could not be cleaned.

In particular, for a job that switched multiple times, lots of historical local checkpoints will be retained forever.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Tue Jan 09 04:33:03 UTC 2024,,,,,,,,,,"0|z1mmns:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"09/Jan/24 04:33;lijinzhong;Hi [~masteryhx] , would you please clarify the specific scenario of this issue?

IIUC, in most case, when switching local-recovery from enabled to disabled, user usually needs to restart the job. 
And the local-recovery dir will be cleaned up when k8s pod or yarn container are killed during job restart.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hive table sources report statistics in various formats,FLINK-34031,13563983,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,baibaiwuchang,baibaiwuchang,09/Jan/24 03:28,09/Jan/24 03:28,04/Jun/24 20:40,,,,,,,,,,,,,Connectors / Hive,,,,0,,,,,"Now for hive table source, reporting statistics only support Orc and Parquet formats.

Currently,  we have some text format hive table. Somewhile text hive table as dimension table， task should use broadcast join, but text format table cannot obtain table stats. 

So, hive table sources report statistics in various formats, such  as `text`.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2024-01-09 03:28:07.0,,,,,,,,,,"0|z1mmnk:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avoid using negative value for periodic-materialize.interval,FLINK-34030,13563974,,Bug,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Minor,Fixed,masteryhx,masteryhx,masteryhx,09/Jan/24 01:37,10/Jan/24 02:02,04/Jun/24 20:40,10/Jan/24 02:01,1.19.0,,,,,,,1.19.0,,,,Runtime / State Backends,,,,0,pull-request-available,,,,"Similar to FLINK-32023, a nagative value doesn't work for Duration Type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Wed Jan 10 02:01:36 UTC 2024,,,,,,,,,,"0|z1mmlk:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"10/Jan/24 02:01;masteryhx;merged a6c1f308 and 96d62017 into master;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support different profiling mode on Flink WEB,FLINK-34029,13563973,13554911,Sub-task,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,Yu Chen,Yu Chen,Yu Chen,09/Jan/24 01:16,23/Jan/24 05:49,04/Jun/24 20:40,23/Jan/24 05:49,1.19.0,,,,,,,1.19.0,,,,Runtime / Web Frontend,,,,0,pull-request-available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Tue Jan 23 05:49:21 UTC 2024,,,,,,,,,,"0|z1mmlc:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"23/Jan/24 05:49;yunta;merged in master: 4db6e72ed766791d25ee0379c7c29d1b4e2c08df;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allow multiple parallel async calls in a single operator,FLINK-34028,13563944,13563506,Sub-task,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,asheinberg,asheinberg,08/Jan/24 19:40,08/Jan/24 19:40,04/Jun/24 20:40,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2024-01-08 19:40:49.0,,,,,,,,,,"0|z1mmew:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce AsyncScalarFunction as a new UDF type,FLINK-34027,13563943,13563506,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,asheinberg,asheinberg,asheinberg,08/Jan/24 19:40,05/Feb/24 14:35,04/Jun/24 20:40,15/Jan/24 14:44,,,,,,,,1.19.0,,,,,,,,0,pull-request-available,,,,Initial PR for FLIP-400. Excluding documentation and restore tests.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Mon Feb 05 14:35:33 UTC 2024,,,,,,,,,,"0|z1mmeo:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"15/Jan/24 14:44;twalthr;Fixed in master: b666de974b5dbc6e0d6710baececb1d6ede9b769;;;","05/Feb/24 14:35;martijnvisser;Added missing fixVersion number;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Pipelines not running for master and the release branches since 4a852fe,FLINK-34026,13563927,,Bug,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Blocker,Fixed,jingge,mapohl,mapohl,08/Jan/24 16:49,08/Jan/24 17:07,04/Jun/24 20:40,08/Jan/24 16:56,1.17.2,1.18.0,1.19.0,,,,,,,,,Build System / CI,,,,0,,,,,"It appears that [no Azure CI builds|https://dev.azure.com/apache-flink/apache-flink/_build?definitionId=1&_a=summary] are triggered for {{master}} (and possibly the release branches) since 4a852fee28f2d87529dc05f5ba2e79202a0e00b6.

The [PR CI workflows|https://dev.azure.com/apache-flink/apache-flink/_build?definitionId=2] appear to be not affected. I suspect some problem with the repo-sync process.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Mon Jan 08 17:07:39 UTC 2024,,,,,,,,,,"0|z1mmb4:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"08/Jan/24 16:52;mapohl;[~martijnvisser] [~lincoln] [~yunta] [~jingge] Someone with access might need to check the Ververica-owned VM (if my suspicion with the repo-sync is correct).;;;","08/Jan/24 16:55;jingge;[~mapohl] Thanks the reporting, checking now;;;","08/Jan/24 16:56;jingge;disk full issue;;;","08/Jan/24 17:07;mapohl;yup, the most-recent commit got picked up again. Thanks for the quick response. (y);;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Show data skew score on Flink Dashboard,FLINK-34025,13563910,,New Feature,Resolved,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Done,iemre,iemre,iemre,08/Jan/24 14:38,05/Apr/24 14:38,04/Jun/24 20:40,05/Apr/24 14:38,1.20.0,,,,,,,,,,,Runtime / Web Frontend,,,,0,dashboard,pull-request-available,,,"*Problem:* Currently users have to click on every operator and check how much data each subtask is processing to see if there is data skew. This is particularly cumbersome and error-prone for jobs with big job graphs. Data skew is an important metric that should be more visible.

 

*Proposed solution:*
 * Show a data skew score on each operator (see screenshot below). This would be an improvement, but would not be sufficient. As it would still not be easy to see the data skew score for jobs with very large job graphs (it'd require a lot of zooming in/out).
 * Show data skew score for each operator under a new ""Data Skew"" tab next to the Exceptions tab. See screenshot below  !skew_tab.png|width=1226,height=719! .

 

!skew_proposal.png|width=845,height=253!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/Jan/24 14:20;iemre;skew_proposal.png;https://issues.apache.org/jira/secure/attachment/13065822/skew_proposal.png","08/Jan/24 14:37;iemre;skew_tab.png;https://issues.apache.org/jira/secure/attachment/13065823/skew_tab.png",,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Fri Apr 05 14:38:03 UTC 2024,,,,,,,,,,"0|z1mm7c:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"08/Jan/24 16:31;iemre;A potential metric definition for data skew percentage for a given operator _(maxRecordsReceivedBySubtask - minRecordsReceivedBySubtask) / totalRecordsReceivedByAllSubtasks_;;;","09/Jan/24 13:14;wanglijie;Hi [~iemre], I think your proposal needs to be discussed on the dev mailing list via FLIP (as it involves UI and metrics add/change). You can find more detail in [here|https://cwiki.apache.org/confluence/display/FLINK/Flink+Improvement+Proposals];;;","09/Jan/24 13:15;iemre;On it, thanks Lijie.;;;","10/Jan/24 11:02;iemre;Closing, needs a FLIP first. Will re-open if FLIP is accepted: https://cwiki.apache.org/confluence/display/FLINK/FLIP-418%3A+Show+data+skew+score+on+Flink+Dashboard;;;","15/Feb/24 12:18;iemre;reopening based on the votes I've received for [https://cwiki.apache.org/confluence/display/FLINK/FLIP-418%3A+Show+data+skew+score+on+Flink+Dashboard]

 ;;;","05/Apr/24 13:49;iemre;https://github.com/apache/flink/pull/24598;;;","05/Apr/24 14:38;hong; merged commit [{{080efb9}}|https://github.com/apache/flink/commit/080efb9c410102a5d12d31bb2af5a3faa3391736] into   apache:master;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
Update connector release process for Python connectors,FLINK-34024,13563904,13557618,Sub-task,In Progress,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,dannycranmer,dannycranmer,dannycranmer,08/Jan/24 13:55,08/Jan/24 13:58,04/Jun/24 20:40,,,,,,,,,,,,,,,,,0,,,,,Work out how to release the Python libs for Flink connectors. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2024-01-08 13:55:48.0,,,,,,,,,,"0|z1mm60:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expose Kinesis client retry config in sink,FLINK-34023,13563896,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,,atchesonaws,atchesonaws,08/Jan/24 12:43,30/May/24 19:28,04/Jun/24 20:40,,,,,,,,,,,,,Connectors / Kinesis,,,,0,,,,,"The consumer side exposes client retry configuration like [flink.shard.getrecords.maxretries|https://nightlies.apache.org/flink/flink-docs-stable/api/java/org/apache/flink/streaming/connectors/kinesis/config/ConsumerConfigConstants.html#SHARD_GETRECORDS_RETRIES] but the producer side lacks similar config for PutRecords.

The KinesisStreamsSinkWriter constructor calls 
{code}
this.httpClient = AWSGeneralUtil.createAsyncHttpClient(kinesisClientProperties);
this.kinesisClient = buildClient(kinesisClientProperties, this.httpClient);
{code}
But those methods only refer to these values (aside from endpoint/region/creds) in the kinesisClientProperties:
* aws.http-client.max-concurrency
* aws.http-client.read-timeout
* aws.trust.all.certificates
* aws.http.protocol.version

Without control over retry, users can observe exceptions like {code}Request attempt 2 failure: Unable to execute HTTP request: connection timed out after 2000 ms: kinesis.us-west-2.amazonaws.com{code}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Thu May 30 19:24:57 UTC 2024,,,,,,,,,,"0|z1mm48:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"08/Jan/24 13:05;dannycranmer;Thanks for raising this [~atchesonaws] . Is this something you would like to contribute?;;;","10/Jan/24 20:03;atchesonaws;Yes. I'll look into it, post a proposed solution approach here, and wait for agreement before starting to implement.;;;","30/May/24 19:24;atchesonaws;[Here's|https://github.com/brada/flink-connector-aws/commit/aa4fce309e94f979aa1f3ef48d5d27fa17f55759] a possible solution that adds 3 new config properties:
 - aws.dynamodb.client.retry-policy.num-retries
 - aws.firehose.client.retry-policy.num-retries
 - aws.kinesis.client.retry-policy.num-retries

That seemed like the simplest possible approach. Exposing the complete AWS SDK retry policy would require many more parameters, including [backoff strategy|https://sdk.amazonaws.com/java/api/2.0.0/software/amazon/awssdk/core/retry/backoff/BackoffStrategy.html], base delay, max backoff time etc. Since num-retries is the most important parameter, would it be acceptable to expose just that one for now?

The `mvn clean verify` and `mvm clean package` commands fail on that branch, but they also fail on the origin main branch for what appears to be issues unrelated to my commit:
{noformat}
[ERROR] Failures:
[ERROR]   RowDataToAttributeValueConverterTest.testFloat:208
Expecting map:
  {""key""=AttributeValue(N=1.2345679E17)}
to contain entries:
  [""key""=AttributeValue(N=1.23456791E17)]
but the following map entries had different values:
  [""key""=AttributeValue(N=1.2345679E17) (expected: AttributeValue(N=1.23456791E17))]{noformat};;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Duration that cannot be expressed as long in nanoseconds causes an ArithmeticException in TimeUtils.formatWithHighestUnit,FLINK-34022,13563882,,Bug,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,,ra9hav,mapohl,mapohl,08/Jan/24 11:06,08/Jan/24 17:07,04/Jun/24 20:40,,1.17.2,1.18.0,1.19.0,,,,,,,,,Runtime / Configuration,,,,0,starter,,,,"The following code fails with an {{ArithmeticException}} because of the actual timeframe not being able to be converted into a long value:
{code:java}
TimeUtils.formatWithHighestUnit(Duration.ofMillis(Long.MAX_VALUE));
{code}

This method is used to pretty-print Duration values and most often used with configuration values. We might want to have a reasonable fallback instead of throwing a {{RuntimeException}} here.

E.g. it can cause the error in the [ClusterConfigHandler|https://github.com/apache/flink/blob/ebdde651edae8db6b2ac740f07d97124dc01fea4/flink-runtime/src/main/java/org/apache/flink/runtime/rest/handler/cluster/ClusterConfigHandler.java#L56] if a Duration-based configuration parameter is set too high (e.g. [JobManagerOptions.RESOURCE_WAIT_TIMEOUT|https://github.com/apache/flink/blob/3ff225c5f993282d6dfc7726fc08cc00058d9a7f/flink-core/src/main/java/org/apache/flink/configuration/JobManagerOptions.java#L540]).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Mon Jan 08 17:06:53 UTC 2024,,,,,,,,,,"0|z1mm14:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"08/Jan/24 17:05;ra9hav;[~mapohl] can you please assign this issue to me ? I would like to work on this as my first contribution.;;;","08/Jan/24 17:06;mapohl;sure, thanks for volunteering.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
