Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocked),Outward issue link (Blocked),Inward issue link (Blocker),Outward issue link (Blocker),Inward issue link (Child-Issue),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Completes),Outward issue link (Completes),Outward issue link (Container),Inward issue link (Dependent),Outward issue link (Dependent),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Reference),Inward issue link (Reference),Inward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Inward issue link (Supercedes),Outward issue link (Supercedes),Inward issue link (Testing),Outward issue link (Testing),Outward issue link (Testing),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Language),Custom field (Language),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Machine Readable Info),Custom field (Mentor),Custom field (New-TLP-TLPName),Custom field (Original story points),Custom field (Parent Link),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Note),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Skill Level),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Start Date),Custom field (Tags),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Workaround),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Python API- Inefficient deserialization/serialization of state variables within a batch,FLINK-27934,13448758,,Improvement,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Not a Priority,,,fransking,fransking,07/Jun/22 09:44,19/Aug/23 10:35,04/Jun/24 20:51,,statefun-3.2.0,,,,,,,,,,,,,,,,,,Stateful Functions,,,,,0,auto-deprioritized-minor,pull-request-available,,,"In the Python API state variables can be accessed via the UserFacingContext:

variable = context.storage.variable

This calls into the Cell instance for that state variable which has get() & set() methods.  The get() method always deserializes from the typed_value and the set() always re-serializes and marks the cell dirty.

 

This has two side effects

1:

var1 = context.storage.variable

var2 = context.storage.variable

id(var2) != id(var1) - they are different instances

 

2:

In a large batch (say 1000 calls to the same function type and id) this can result in deserializing and re-serializing the same same state variable 1000 times when really it only needs to be deserialized in the first invocation in the batch, held in memory until the last invocation and then re-serialized prior to collecting the mutations.  

 

I think this can be improved by having a lazily initialized backing field in the Cell class but I don't know if this was a conscious design decision to have the behavior described in 1. 

 

Any feedback would be welcome. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Sat Aug 19 10:35:04 UTC 2023,,,,,,,,,,"0|z130g8:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"10/Jun/22 16:08;fransking;Pull request here with my changes - https://github.com/apache/flink-statefun/pull/315;;;","11/Aug/23 10:35;flink-jira-bot;I am the [Flink Jira Bot|https://github.com/apache/flink-jira-bot/] and I help the community manage its development. I see this issues has been marked as Minor but is unassigned and neither itself nor its Sub-Tasks have been updated for 180 days. I have gone ahead and marked it ""stale-minor"". If this ticket is still Minor, please either assign yourself or give an update. Afterwards, please remove the label or in 7 days the issue will be deprioritized.
;;;","19/Aug/23 10:35;flink-jira-bot;This issue was labeled ""stale-minor"" 7 days ago and has not received any updates so it is being deprioritized. If this ticket is actually Minor, please raise the priority and ask a committer to assign you the issue or revive the public discussion.
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savepoint status cannot be queried from standby jobmanager,FLINK-27933,13448742,,Bug,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,chesnay,chesnay,chesnay,07/Jun/22 08:49,23/Jun/22 19:23,04/Jun/24 20:51,23/Jun/22 19:22,1.15.0,,,,,,,,,,,,,,1.15.1,1.16.0,,,Runtime / Coordination,,,,,0,pull-request-available,,,,"The savepoint status handler currently doesn't work on standby dispatchers because the OperationResult isn't serializable.

This wasn't caught by the recently added serialization safeguards, as those only covered the caller side (i.e., arguments passed to callee), but not the return value. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLINK-27954,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Fri Jun 10 14:16:52 UTC 2022,,,,,,,,,,"0|z130co:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"10/Jun/22 14:16;chesnay;OperationResult made serializable:
master: 72cc925a88ad054449f0ade9a476ead7a287cb6f
1.15: 0cd291ddae6581784e8d57e34fe3346607cb4f26

Additional safeguards:
master: f2ef60c4fd5470995c4acd6e6f96c6cd6bde84c3;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Align noWatermarks and withWatemarkAlignment API in PyFlink,FLINK-27932,13448735,,New Feature,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,Juntao Hu,Juntao Hu,Juntao Hu,07/Jun/22 08:19,17/Jun/22 01:23,04/Jun/24 20:51,17/Jun/22 01:23,1.15.0,,,,,,,,,,,,,,1.16.0,,,,API / Python,,,,,0,pull-request-available,,,,Add no_watermarks and with_watermark_alignment to align with Java API.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Fri Jun 17 01:23:11 UTC 2022,,,,,,,,,,"0|z130b4:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"17/Jun/22 01:23;dianfu;Merged to master via d0f0071b767b8dbe2e811e9b6b5e1e9027a20e2b;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce the SqlGateway to assemble all components,FLINK-27931,13448724,13277370,Sub-task,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Implemented,fsk119,fsk119,fsk119,07/Jun/22 07:25,22/Jul/22 10:01,04/Jun/24 20:51,22/Jul/22 10:01,1.16.0,,,,,,,,,,,,,,,,,,Table SQL / Gateway,,,,,0,pull-request-available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Fri Jul 22 10:01:32 UTC 2022,,,,,,,,,,"0|z1308o:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"22/Jul/22 10:01;fsk119;Implemented in the master: 81379a56495283020a5919e8115936c163b251ba;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Format the timestamp in status to make it readable ,FLINK-27930,13448721,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Won't Fix,,aitozi,aitozi,07/Jun/22 07:11,07/Jun/22 08:29,04/Jun/24 20:51,07/Jun/22 08:29,,,,,,,,,,,,,,,,,,,Kubernetes Operator,,,,,0,,,,,"Currently, the timestamp in status show the unix timestamp, I think we could improve it to an explicit date time 

current: 
{code:java}
startTime: ""1654584619845""
updateTime: ""1654585571858"" {code}
expect: 
{code:java}
startTime: ""2022-06-07T06:10:04Z"" 
updateTime: ""2022-06-07T06:50:04Z""  {code}
It will follow the k8s's object metadata manner

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Tue Jun 07 08:29:48 UTC 2022,,,,,,,,,,"0|z13080:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"07/Jun/22 07:16;gyfora;Changing status fields from long to String would be a breaking change, I don’t think we can do this;;;","07/Jun/22 07:24;aitozi;It's in string type now, but store the unix timestamp value. Will this break the compatibility ?;;;","07/Jun/22 08:02;gyfora;It might be in String type in the JobStatus but in other places like SavepointInfo, ReconciliationStatus the timestamp is in a long field.
I think it only makes everything confusing if we mix different formats within the status. Because of this I would prefer to keep it as is.;;;","07/Jun/22 08:29;aitozi;Get it;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop support for python 3.6,FLINK-27929,13448715,,Technical Debt,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Duplicate,bzhaoop,ana4,ana4,07/Jun/22 06:35,27/Feb/23 05:55,04/Jun/24 20:51,06/Feb/23 05:21,,,,,,,,,,,,,,,,,,,API / Python,,,,,0,pull-request-available,,,,"Python 3.6 lifecycle is ended on 23 Dec 2021. We can drop this support in the 1.17 release.

[https://endoflife.date/python]
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Mon Feb 06 05:21:43 UTC 2023,,,,,,,,,,"0|z1306o:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"07/Jun/22 08:15;martijnvisser;+1 for getting rid of tech debt;;;","05/Sep/22 12:39;bzhaoop;I think I can help to do this, but need your kind review. I will file a PR for this before the assignment. Please allow me to hold some common community works. Thank you;;;","07/Sep/22 07:14;hxb;Thanks [~bzhaoop] . I have assigned it to you?;;;","06/Feb/23 05:21;dianfu;Closing this ticket as Python 3.6 should have been dropped during supporting Python 3.10 in FLINK-29421.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
External Resource Framework: 'external-resources' name delimitation not working as expected,FLINK-27928,13448707,,Bug,Open,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Not a Priority,,,jcho7022,jcho7022,07/Jun/22 05:54,19/Aug/23 10:35,04/Jun/24 20:51,,1.15.0,,,,,,,,,,,,,,,,,,Runtime / Configuration,,,,,0,auto-deprioritized-major,auto-deprioritized-minor,external-resources,,"For flink version 1.15.0, the configuration `external-resources` delimiter separation("";"") functionality between external resource names is not working as expected. 

 

Reproducing the bug setting up a flink cluster running using docker with two external resources named `abc` and `efg`:

docker-compose.yml:

 
{code:java}
services:
  jobmanager:
    image: flink:1.15.0-scala_2.12
    ports:
      - ""8081:8081""
      - ""6123:6123""
    command: jobmanager
    environment:
      - |
        FLINK_PROPERTIES=
        jobmanager.rpc.address: jobmanager

  taskmanager:
    image: flink:1.15.0-scala_2.12
    depends_on:
      - jobmanager
    command: taskmanager
    environment:
      - |
        FLINK_PROPERTIES=
        jobmanager.rpc.address: jobmanager
        taskmanager.numberOfTaskSlots: 8
        external-resources: abc;efg
        external-resource.abc.amount: 1
        external-resource.efg.amount: 1{code}
 

Related task manager logs:

 
{code:java}
root@2873c5ae72c2:/opt/flink# cat log/flink* | grep ExternalResourceUtils
2022-06-07 05:42:34,232 WARN  org.apache.flink.runtime.externalresource.ExternalResourceUtils [] - The amount of the abc;efg should be configured. Will ignore that resource.
2022-06-07 05:42:34,232 INFO  org.apache.flink.runtime.externalresource.ExternalResourceUtils [] - Enabled external resources: []
2022-06-07 05:42:34,236 WARN  org.apache.flink.runtime.externalresource.ExternalResourceUtils [] - Could not find driver class name for abc;efg. Please make sure external-resource.abc;efg.driver-factory.class is configured.
2022-06-07 05:42:34,240 WARN  org.apache.flink.runtime.externalresource.ExternalResourceUtils [] - The amount of the abc;efg should be configured. Will ignore that resource.
{code}
Notice flink recognizes `abc;efg` as a single external resource rather than as `abc` and `efg`

 

 

The same issue does not exist in flink version 1.14.4

docker-compose.yml:
{code:java}
services:
  jobmanager:
    image: flink:1.14.4-scala_2.12
    ports:
      - ""8081:8081""
      - ""6123:6123""
    command: jobmanager
    environment:
      - |
        FLINK_PROPERTIES=
        jobmanager.rpc.address: jobmanager

  taskmanager:
    image: flink:1.14.4-scala_2.12
    depends_on:
      - jobmanager
    command: taskmanager
    environment:
      - |
        FLINK_PROPERTIES=
        jobmanager.rpc.address: jobmanager
        taskmanager.numberOfTaskSlots: 8
        external-resources: abc;efg
        external-resource.abc.amount: 1
        external-resource.efg.amount: 1 {code}
related tm logs
{code:java}
docker logs ... | grep ExternalResourceUtils
2022-06-07 05:48:13,531 INFO  org.apache.flink.runtime.externalresource.ExternalResourceUtils [] - Enabled external resources: [abc, efg]
2022-06-07 05:48:13,534 WARN  org.apache.flink.runtime.externalresource.ExternalResourceUtils [] - Could not find driver class name for abc. Please make sure external-resource.abc.driver-factory.class is configured.
2022-06-07 05:48:13,534 WARN  org.apache.flink.runtime.externalresource.ExternalResourceUtils [] - Could not find driver class name for efg. Please make sure external-resource.efg.driver-factory.class is configured.
 {code}
 

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Sat Aug 19 10:35:04 UTC 2023,,,,,,,,,,"0|z1304w:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"06/Aug/22 22:37;flink-jira-bot;I am the [Flink Jira Bot|https://github.com/apache/flink-jira-bot/] and I help the community manage its development. I see this issues has been marked as Major but is unassigned and neither itself nor its Sub-Tasks have been updated for 60 days. I have gone ahead and added a ""stale-major"" to the issue"". If this ticket is a Major, please either assign yourself or give an update. Afterwards, please remove the label or in 7 days the issue will be deprioritized.
;;;","14/Aug/22 22:37;flink-jira-bot;This issue was labeled ""stale-major"" 7 days ago and has not received any updates so it is being deprioritized. If this ticket is actually Major, please raise the priority and ask a committer to assign you the issue or revive the public discussion.
;;;","11/Aug/23 10:35;flink-jira-bot;I am the [Flink Jira Bot|https://github.com/apache/flink-jira-bot/] and I help the community manage its development. I see this issues has been marked as Minor but is unassigned and neither itself nor its Sub-Tasks have been updated for 180 days. I have gone ahead and marked it ""stale-minor"". If this ticket is still Minor, please either assign yourself or give an update. Afterwards, please remove the label or in 7 days the issue will be deprioritized.
;;;","19/Aug/23 10:35;flink-jira-bot;This issue was labeled ""stale-minor"" 7 days ago and has not received any updates so it is being deprioritized. If this ticket is actually Minor, please raise the priority and ask a committer to assign you the issue or revive the public discussion.
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improve table store connector common interfaces,FLINK-27927,13448704,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,lzljs3620320,lzljs3620320,lzljs3620320,07/Jun/22 05:11,07/Jun/22 10:42,04/Jun/24 20:51,07/Jun/22 10:42,,,,,,,,,,,,,,,table-store-0.2.0,,,,Table Store,,,,,0,pull-request-available,,,,"We currently have the initial FileStoreTable-related interface, but something is missing to satisfy our four approaches:
1. Type conversion
2. Data structure conversion
3. Filter conversion
4. Scan and Read

In this jira, more easy-to-use features will be added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Tue Jun 07 10:42:13 UTC 2022,,,,,,,,,,"0|z13048:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"07/Jun/22 10:42;lzljs3620320;master:

f904b88924c8648d9becbd41d62ebf66191da60e

4471bff060620eb4c446493f79406d3d40a15923

adf9aeb5fd2ef24689754892c590bbb2f4d0f409

679d3d0a6d06e2067d4748b4f147648f3d82e200

a5579a1a981998cf4181540c36841f54942ddb81

844ee24a6cd315f923150f8e8a3c92e415b39050;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Translate ```upgrading.md``` into chinese,FLINK-27926,13448699,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,billrao,billrao,billrao,07/Jun/22 04:04,23/Jun/22 08:31,04/Jun/24 20:51,23/Jun/22 08:31,,,,,,,,,,,,,,,1.16.0,,,,chinese-translation,,,,,0,pull-request-available,,,,A pull request is submitted as this issue is created. ,,3600,3600,,0%,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Thu Jun 23 08:31:03 UTC 2022,,,,,,,,,,"0|z13034:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"07/Jun/22 04:14;billrao;A pull request #19890 is submitted. [~dianfu] Could you help to merge it? Thanks ;;;","23/Jun/22 08:31;martijnvisser;Fixed in master: 4904727b81e8349dfd02a75f8916718fb38e7f9b;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avoid to create watcher without the resourceVersion,FLINK-27925,13448680,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,ouyangwulin,aitozi,aitozi,07/Jun/22 02:10,12/Jun/23 07:11,04/Jun/24 20:51,12/Jun/23 07:11,1.18.0,,,,,,,,,,,,,,1.18.0,,,,Deployment / Kubernetes,,,,,0,pull-request-available,,,,"Currently, we create the watcher in KubernetesResourceManager. But it do not pass the resourceVersion parameter, it will trigger a request to etcd. It will bring the burden to the etcd in large scale cluster (which have been seen in our internal k8s cluster). More detail can be found [here|https://kubernetes.io/docs/reference/using-api/api-concepts/#the-resourceversion-parameter] 

I think we could use the informer to improve it (which will spawn a list-watch and maintain the resourceVersion internally)",,,,,,,,,,,,,,,,,,,,,,,,,,,FLINK-31589,,,,,,,,,,,,,,,,,,,"19/Dec/22 12:19;ouyangwuli;image-2022-12-19-20-19-41-303.png;https://issues.apache.org/jira/secure/attachment/13053980/image-2022-12-19-20-19-41-303.png",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Mon Jun 12 07:11:09 UTC 2023,,,,,,,,,,"0|z12zyw:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"07/Jun/22 02:15;aitozi;cc [~wangyang0918] ;;;","10/Jun/22 03:31;wangyang0918;I agree that we could use a shared informer for the pod watching. It should simply the error handling especially when creating watch failed or too old resource version exception.

The drawback is the informer will consume more memory due to local cache.

 

Are we sure that triggering a request to ETCD is caused by pods watcher without resource version?;;;","10/Jun/22 05:07;aitozi;I think it will only cache the current job's pod list, Right ? I think the memory consume is acceptable.

From the doc, it will trigger a request to ETCD if we create a watcher with the resource version unset. From our internal case, it's also observed.;;;","13/Jun/22 02:19;wangyang0918;I am not whether triggering a request to ETCD is caused by {{{}getPodsWithLabels{}}}.;;;","13/Jun/22 07:22;aitozi;Get your meaning, I will try to test for it;;;","19/Dec/22 09:44;ouyangwuli;In the case of large-scale start and stop jobs, constantly reading data from etcd can cause a bottleneck in etcd performance. I agree with [~wangyang0918]  using informer will increase memory pressure. We can increase resourceversion=0 in watcher to reduce data read from etcd.

As [https://kubernetes.io/docs/reference/using-api/api-concepts/#the-resourceversion-parameter] describe and the screenshots of code，

   1 .""resourceVersion unset"" is means ""Most Recent"" ，The returned data must be consistent (in detail: served from etcd via a quorum read).

   2. ""resourceVersion=""0"" is means ""Any"".  Return data at any resource version. The newest available resource version is preferred, but strong consistency is not required; data at any resource version may be served. It is possible for the request to return data at a much older resource version that the client has previously observed, particularly in high availability configurations, due to partitions or stale caches. 

!image-2022-12-19-20-19-41-303.png!;;;","19/Dec/22 13:03;wangyang0918;Thanks [~ouyangwuli] for sharing the investigation. +1 for adding the resourceVersion=0 when doing the list pods.;;;","07/Apr/23 03:33;huwh;Hi [~ouyangwulin] . Are you still working on this?;;;","07/Apr/23 04:15;Weijie Guo;Hi [~huwh].

AFAIK, This PR is waiting for reviewer's feedback. 

Through offline communication with [~wangyang0918] , I will take over and help continue review. If you want, you are welcome to take a look together.;;;","11/May/23 08:41;huwh;[~Weijie Guo] This issue has not been updated for a long time. I'd like to take it over if it is possible;;;","11/May/23 11:42;ouyangwuli;[~huwh]  tks, I will update.;;;","11/May/23 12:46;huwh;Thanks [~ouyangwulin] ,  glad to hear that.;;;","12/Jun/23 07:11;Weijie Guo;master(1.18) via 025a95b627faf8ec8b725a7784d1279b41e10ba7.;;;",,,,,,,,,,,,,,,,,,,
Add pulsar comments in the datastream package,FLINK-27924,13448679,,Improvement,Closed,FLINK,Flink,software,sewen,"<h3><a name=""Flink""></a>Welcome to the Apache Flink project</h3>
<p>Apache Flink is an open source platform for scalable batch and stream data processing.</p>",https://flink.apache.org,Major,Fixed,ana4,ana4,ana4,07/Jun/22 02:08,08/Jun/22 09:23,04/Jun/24 20:51,08/Jun/22 09:23,,,,,,,,,,,,,,,1.16.0,,,,API / Python,Documentation,,,,0,pull-request-available,,,,https://github.com/apache/flink/pull/19732#discussion_r883356468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Wed Jun 08 09:23:44 UTC 2022,,,,,,,,,,"0|z12zyo:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"08/Jun/22 09:23;dianfu;Merged to master via 8cd136bf86ff5c35819c22712add1557cc352092;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
